test_id,subtest,cyc,stored_E,f_val,op_code,result,uf,ovf,rollover,extra
13,2,38,12,38,1,838,0,0,1,0
13,3,38,12,38,3,742,0,0,0,0
13,0,39,12,39,3,0,1,0,0,0
13,1,39,12,39,3,807,0,0,0,807
13,2,39,12,39,1,839,0,0,1,0
13,3,39,12,39,3,743,0,0,0,0
13,0,40,12,40,3,0,1,0,0,0
13,1,40,12,40,3,808,0,0,0,808
13,2,40,12,40,1,840,0,0,1,0
13,3,40,12,40,3,744,0,0,0,0
13,0,41,12,41,3,0,1,0,0,0
13,1,41,12,41,3,809,0,0,0,809
13,2,41,12,41,1,841,0,0,1,0
13,3,41,12,41,3,745,0,0,0,0
13,0,42,12,42,3,0,1,0,0,0
13,1,42,12,42,3,810,0,0,0,810
13,2,42,12,42,1,842,0,0,1,0
13,3,42,12,42,3,746,0,0,0,0
13,0,43,12,43,3,0,1,0,0,0
13,1,43,12,43,3,811,0,0,0,811
13,2,43,12,43,1,843,0,0,1,0
13,3,43,12,43,3,747,0,0,0,0
13,0,44,12,44,3,0,1,0,0,0
13,1,44,12,44,3,812,0,0,0,812
13,2,44,12,44,1,844,0,0,1,0
13,3,44,12,44,3,748,0,0,0,0
13,0,45,12,45,3,0,1,0,0,0
13,1,45,12,45,3,813,0,0,0,813
13,2,45,12,45,1,845,0,0,1,0
13,3,45,12,45,3,749,0,0,0,0
13,0,46,12,46,3,0,1,0,0,0
13,1,46,12,46,3,814,0,0,0,814
13,2,46,12,46,1,846,0,0,1,0
13,3,46,12,46,3,750,0,0,0,0
13,0,47,12,47,3,0,1,0,0,0
13,1,47,12,47,3,815,0,0,0,815
13,2,47,12,47,1,847,0,0,1,0
13,3,47,12,47,3,751,0,0,0,0
13,0,48,12,48,3,0,1,0,0,0
13,1,48,12,48,3,816,0,0,0,816
13,2,48,12,48,1,848,0,0,1,0
13,3,48,12,48,3,752,0,0,0,0
13,0,49,12,49,3,0,1,0,0,0
13,1,49,12,49,3,817,0,0,0,817
13,2,49,12,49,1,849,0,0,1,0
13,3,49,12,49,3,753,0,0,0,0
13,0,50,12,50,3,0,1,0,0,0
13,1,50,12,50,3,818,0,0,0,818
13,2,50,12,50,1,850,0,0,1,0
13,3,50,12,50,3,754,0,0,0,0
13,0,51,12,51,3,0,1,0,0,0
13,1,51,12,51,3,819,0,0,0,819
13,2,51,12,51,1,851,0,0,1,0
13,3,51,12,51,3,755,0,0,0,0
13,0,52,12,52,3,0,1,0,0,0
13,1,52,12,52,3,820,0,0,0,820
13,2,52,12,52,1,852,0,0,1,0
13,3,52,12,52,3,756,0,0,0,0
13,0,53,12,53,3,0,1,0,0,0
13,1,53,12,53,3,821,0,0,0,821
