cycle,stream,A,B,OP,E_est,MODE,RESULT,ACC,PE_ACC,UF,OVF,RO,REGION
4878,A,0806,071f,MUL,28,0,0727,0000bd0e,0000bd0e,0,0,0,STABLE
4879,B,0814,0b8d,MUL,46,0,0ba5,0000c435,0000bd0e,0,0,0,TRANSITION
4880,C,0500,07c0,MUL,19,2,04c0,0000c435,0000c435,0,0,0,TRANSITION
4881,A,0836,0800,MUL,32,0,0836,0000c435,0000c435,0,0,0,STABLE
4882,B,0821,0bed,MUL,48,2,0c12,0000cc6b,0000c435,0,0,0,SATURATE
4883,C,04c0,04c0,ADD,19,2,04c0,0000cc6b,0000cc6b,0,0,0,TRANSITION
4884,A,0835,0910,MUL,37,0,0949,0000cc6b,0000cc6b,0,0,0,STABLE
4885,B,080d,0c2a,MUL,48,3,0c3f,0000d5b4,0000cc6b,0,0,0,SATURATE
4886,C,04c0,07c0,MUL,18,2,0480,0000d5b4,0000d5b4,0,0,0,TRANSITION
4887,A,0828,0a1f,MUL,41,0,0a4d,0000d5b4,0000d5b4,0,0,0,STABLE
4888,B,082d,0c51,MUL,50,0,0c84,0000e001,0000d5b4,0,0,0,SATURATE
4889,C,0480,07c0,MUL,17,2,0440,0000e001,0000e001,0,0,0,TRANSITION
4890,A,0807,0930,ADD,32,0,0837,0000e001,0000e001,0,0,0,STABLE
4891,B,082a,0bce,MUL,48,2,0c00,0000e838,0000e001,0,0,0,SATURATE
4892,C,0440,07c0,MUL,16,2,0400,0000e838,0000e838,0,0,0,TRANSITION
4893,A,0838,073f,SUB,16,0,0400,0000e838,0000e838,0,0,0,TRANSITION
4894,B,0811,0bb1,MUL,31,3,07f2,0000e838,0000e838,0,0,0,STABLE
4895,C,0400,0840,MUL,17,2,0440,0000e838,0000e838,0,0,0,TRANSITION
4896,A,0806,0500,MUL,20,0,0506,00000000,0000e838,0,0,0,STABLE
4897,B,080e,030d,MUL,12,0,031d,00000506,00000000,0,0,0,COLLAPSE
4898,C,0800,07c0,MUL,31,0,07c0,00000506,00000506,0,0,0,STABLE
4899,A,0835,0610,MUL,25,0,0649,00000cc6,00000506,0,0,0,STABLE
4900,B,0831,036a,MUL,14,2,039d,0000130f,00000cc6,0,0,0,COLLAPSE
4901,C,07c0,07c0,MUL,30,0,0780,0000130f,0000130f,0,0,0,STABLE
4902,A,0828,071f,MUL,29,0,074d,00001a8f,0000130f,0,0,0,STABLE
4903,B,080d,0390,MUL,14,3,03a0,000021dc,00001a8f,0,0,0,COLLAPSE
4904,C,0780,07c0,MUL,29,0,0740,000021dc,000021dc,0,0,0,STABLE
4905,A,0800,0800,MUL,32,0,0800,0000291c,000021dc,0,0,0,STABLE
4906,B,082a,03c0,MUL,15,0,03ea,0000311c,0000291c,0,0,0,COLLAPSE
4907,C,0740,0740,ADD,29,0,0740,0000311c,0000311c,0,0,0,STABLE
4908,A,0803,0910,ADD,32,0,0813,0000385c,0000311c,0,0,0,STABLE
4909,B,0810,0407,MUL,16,2,0418,0000406f,0000385c,0,0,0,TRANSITION
4910,C,0740,07c0,MUL,28,0,0700,0000406f,0000406f,0,0,0,STABLE
4911,A,081e,0a1f,SUB,28,0,0700,0000476f,0000406f,0,0,0,STABLE
4912,B,0800,047d,MUL,31,3,07fe,0000476f,0000476f,0,0,0,STABLE
4913,C,0700,07c0,MUL,27,0,06c0,0000476f,0000476f,0,0,0,STABLE
4914,A,0834,0930,MUL,37,0,0965,00004e2f,0000476f,0,0,0,STABLE
4915,B,0807,03e9,MUL,15,0,03f4,00005794,00004e2f,0,0,0,COLLAPSE
4916,C,06c0,07c0,MUL,26,0,0680,00005794,00005794,0,0,0,STABLE
4917,A,0824,073f,MUL,29,0,0763,00005e14,00005794,0,0,0,STABLE
4918,B,083d,0389,MUL,15,2,03c7,00006577,00005e14,0,0,0,COLLAPSE
4919,C,0680,0840,MUL,27,0,06c0,00006577,00006577,0,0,0,STABLE
4920,A,0826,0500,MUL,20,0,0526,00006c37,00006577,0,0,0,STABLE
4921,B,0829,030d,MUL,12,3,033e,0000715d,00006c37,0,0,0,COLLAPSE
4922,C,06c0,07c0,MUL,26,0,0680,0000715d,0000715d,0,0,0,STABLE
4923,A,0834,0610,MUL,25,0,0648,0000715d,0000715d,0,0,0,STABLE
4924,B,0809,0368,MUL,13,0,0376,000077a5,0000715d,0,0,0,COLLAPSE
4925,C,0680,07c0,MUL,25,2,0640,000077a5,000077a5,0,0,0,STABLE
4926,A,0821,071f,ADD,33,0,0840,000077a5,000077a5,0,0,1,STABLE
4927,B,080d,0382,MUL,14,2,038f,00007fe5,000077a5,0,0,0,COLLAPSE
4928,C,0640,07c0,MUL,24,2,0600,00007fe5,00007fe5,0,0,0,STABLE
4929,A,0808,0800,SUB,32,0,0808,00007fe5,00007fe5,0,0,0,STABLE
4930,B,0828,03d1,MUL,16,3,0401,000087ed,00007fe5,0,0,0,TRANSITION
4931,C,0600,0600,ADD,24,2,0600,000087ed,000087ed,0,0,0,STABLE
4932,A,0805,0910,MUL,36,0,0916,000087ed,000087ed,0,0,0,STABLE
4933,B,0802,040b,MUL,16,0,040d,00009103,000087ed,0,0,0,TRANSITION
4934,C,0600,07c0,MUL,23,2,05c0,00009103,00009103,0,0,0,STABLE
4935,A,082c,0a1f,MUL,41,0,0a50,00009103,00009103,0,0,0,STABLE
4936,B,0811,0458,MUL,17,2,046f,00009b53,00009103,0,0,0,TRANSITION
4937,C,05c0,07c0,MUL,22,2,0580,00009b53,00009b53,0,0,0,STABLE
4938,A,0820,0930,MUL,37,0,0954,00009b53,00009b53,0,0,0,STABLE
4939,B,080b,03c1,MUL,15,3,03cc,0000a4a7,00009b53,0,0,0,COLLAPSE
4940,C,0580,07c0,MUL,21,2,0540,0000a4a7,0000a4a7,0,0,0,STABLE
4941,A,0807,073f,MUL,29,0,0746,0000a4a7,0000a4a7,0,0,0,STABLE
4942,B,0818,038f,MUL,14,0,03ac,0000abed,0000a4a7,0,0,0,COLLAPSE
4943,C,0540,0840,MUL,22,2,0580,0000abed,0000abed,0,0,0,STABLE
4944,A,083c,0500,ADD,32,0,083c,0000abed,0000abed,0,0,0,STABLE
4945,B,0801,0b39,MUL,44,2,0b3a,0000b429,0000abed,0,0,0,TRANSITION
4946,C,0580,07c0,MUL,21,2,0540,0000b429,0000b429,0,0,0,STABLE
4947,A,0827,0610,SUB,32,0,0817,0000b429,0000b429,0,0,0,STABLE
4948,B,080f,0b4f,MUL,45,3,0b61,0000bc40,0000b429,0,0,0,TRANSITION
4949,C,0540,07c0,MUL,20,2,0500,0000bc40,0000bc40,0,0,0,STABLE
4950,A,083f,071f,MUL,29,0,075e,0000bc40,0000bc40,0,0,0,STABLE
4951,B,0839,0bbf,MUL,47,0,0bf8,0000c39e,0000bc40,0,0,0,TRANSITION
4952,C,0500,07c0,MUL,19,2,04c0,0000c39e,0000c39e,0,0,0,TRANSITION
4953,A,083d,0800,MUL,32,0,083d,0000c39e,0000c39e,0,0,0,STABLE
4954,B,080f,0bfa,MUL,48,2,0c0b,0000cbdb,0000c39e,0,0,0,SATURATE
4955,C,04c0,04c0,ADD,19,2,04c0,0000cbdb,0000cbdb,0,0,0,TRANSITION
4956,A,082b,0910,MUL,37,0,0942,0000cbdb,0000cbdb,0,0,0,STABLE
4957,B,083f,0c16,MUL,49,3,0c55,0000d51d,0000cbdb,0,0,0,SATURATE
4958,C,04c0,07c0,MUL,18,2,0480,0000d51d,0000d51d,0,0,0,TRANSITION
4959,A,081b,0a1f,MUL,41,0,0a43,0000d51d,0000d51d,0,0,0,STABLE
4960,B,083a,0c77,MUL,50,0,0cb1,0000df60,0000d51d,0,0,0,SATURATE
4961,C,0480,07c0,MUL,17,2,0440,0000df60,0000df60,0,0,0,TRANSITION
4962,A,081c,0930,ADD,33,0,0846,0000df60,0000df60,0,0,1,STABLE
4963,B,0816,0bf9,MUL,48,2,0c11,0000e7a6,0000df60,0,0,0,SATURATE
4964,C,0440,07c0,MUL,16,2,0400,0000e7a6,0000e7a6,0,0,0,TRANSITION
4965,A,0824,073f,SUB,16,0,0400,0000e7a6,0000e7a6,0,0,0,TRANSITION
4966,B,0837,0b89,MUL,31,3,07ca,0000e7a6,0000e7a6,0,0,0,STABLE
4967,C,0400,0840,MUL,17,2,0440,0000e7a6,0000e7a6,0,0,0,TRANSITION
4968,A,0827,0500,MUL,20,0,0527,00000000,0000e7a6,0,0,0,STABLE
4969,B,0839,0b0e,MUL,45,0,0b49,00000527,00000000,0,0,0,TRANSITION
4970,C,0800,07c0,MUL,31,0,07c0,00000527,00000527,0,0,0,STABLE
4971,A,0839,0610,MUL,25,0,064b,00000ce7,00000527,0,0,0,STABLE
4972,B,0809,0b73,MUL,46,2,0b81,00001332,00000ce7,0,0,0,TRANSITION
4973,C,07c0,07c0,MUL,30,0,0780,00001332,00001332,0,0,0,STABLE
4974,A,080d,071f,MUL,28,0,0732,00001ab2,00001332,0,0,0,STABLE
4975,B,080e,0b9b,MUL,46,3,0bae,000021e4,00001ab2,0,0,0,TRANSITION
4976,C,0780,07c0,MUL,29,0,0740,000021e4,000021e4,0,0,0,STABLE
4977,A,082c,0800,MUL,32,0,082c,00002924,000021e4,0,0,0,STABLE
4978,B,0833,0bd9,MUL,48,0,0c0f,00003150,00002924,0,0,0,SATURATE
4979,C,0740,0740,ADD,29,0,0740,00003150,00003150,0,0,0,STABLE
4980,A,0826,0910,ADD,32,0,0836,00003890,00003150,0,0,0,STABLE
4981,B,081b,0c0c,MUL,48,2,0c2c,000040c6,00003890,0,0,0,SATURATE
4982,C,0740,07c0,MUL,28,0,0700,000040c6,000040c6,0,0,0,STABLE
4983,A,0832,0a1f,SUB,32,0,0813,000047c6,000040c6,0,0,0,STABLE
4984,B,0819,0c64,MUL,50,3,0c85,00004fd9,000047c6,0,0,0,SATURATE
4985,C,0700,07c0,MUL,27,0,06c0,00004fd9,00004fd9,0,0,0,STABLE
4986,A,0812,0930,MUL,37,0,0947,00005699,00004fd9,0,0,0,STABLE
4987,B,080c,0be4,MUL,47,0,0bf6,00005fe0,00005699,0,0,0,TRANSITION
4988,C,06c0,07c0,MUL,26,0,0680,00005fe0,00005fe0,0,0,0,STABLE
4989,A,0812,073f,MUL,29,0,0751,00006660,00005fe0,0,0,0,STABLE
4990,B,0824,0ba4,MUL,47,2,0bce,00006db1,00006660,0,0,0,TRANSITION
4991,C,0680,0840,MUL,27,0,06c0,00006db1,00006db1,0,0,0,STABLE
4992,A,0810,0500,MUL,20,0,0510,00007471,00006db1,0,0,0,STABLE
4993,B,0824,0320,MUL,13,3,034b,00007981,00007471,0,0,0,COLLAPSE
4994,C,06c0,07c0,MUL,26,0,0680,00007981,00007981,0,0,0,STABLE
4995,A,0802,0610,MUL,24,0,0612,00007981,00007981,0,0,0,STABLE
4996,B,0824,0344,MUL,13,0,036a,00007f93,00007981,0,0,0,COLLAPSE
4997,C,0680,07c0,MUL,25,2,0640,00007f93,00007f93,0,0,0,STABLE
4998,A,0810,071f,ADD,32,0,082f,00007f93,00007f93,0,0,0,STABLE
4999,B,0820,03a0,MUL,15,2,03c8,000087c2,00007f93,0,0,0,COLLAPSE
5000,C,0640,07c0,MUL,24,2,0600,000087c2,000087c2,0,0,0,STABLE
5001,A,0800,0800,SUB,32,0,0800,000087c2,000087c2,0,0,0,STABLE
5002,B,0804,03c1,MUL,15,3,03c5,00008fc2,000087c2,0,0,0,COLLAPSE
5003,C,0600,0600,ADD,24,2,0600,00008fc2,00008fc2,0,0,0,STABLE
5004,A,0805,0910,MUL,36,0,0916,00008fc2,00008fc2,0,0,0,STABLE
5005,B,0820,040b,MUL,16,0,0430,000098d8,00008fc2,0,0,0,TRANSITION
5006,C,0600,07c0,MUL,23,2,05c0,000098d8,000098d8,0,0,0,STABLE
5007,A,082d,0a1f,MUL,41,0,0a50,000098d8,000098d8,0,0,0,STABLE
5008,B,0801,045b,MUL,17,2,045c,0000a328,000098d8,0,0,0,TRANSITION
5009,C,05c0,07c0,MUL,22,2,0580,0000a328,0000a328,0,0,0,STABLE
5010,A,082d,0930,MUL,37,0,095f,0000a328,0000a328,0,0,0,STABLE
5011,B,080b,03da,MUL,15,3,03e9,0000ac87,0000a328,0,0,0,COLLAPSE
5012,C,0580,07c0,MUL,21,2,0540,0000ac87,0000ac87,0,0,0,STABLE
5013,A,0829,073f,MUL,29,0,0768,0000ac87,0000ac87,0,0,0,STABLE
5014,B,081b,0392,MUL,14,0,03b4,0000b3ef,0000ac87,0,0,0,COLLAPSE
5015,C,0540,0840,MUL,22,2,0580,0000b3ef,0000b3ef,0,0,0,STABLE
5016,A,0808,0500,ADD,32,0,0808,0000b3ef,0000b3ef,0,0,0,STABLE
5017,B,081a,0311,MUL,12,2,0331,0000bbf7,0000b3ef,0,0,0,COLLAPSE
5018,C,0580,07c0,MUL,21,2,0540,0000bbf7,0000bbf7,0,0,0,STABLE
5019,A,0804,0610,SUB,21,0,0540,0000bbf7,0000bbf7,0,0,0,STABLE
5020,B,0812,0348,MUL,31,3,07e8,0000bbf7,0000bbf7,0,0,0,STABLE
5021,C,0540,07c0,MUL,20,2,0500,0000bbf7,0000bbf7,0,0,0,STABLE
5022,A,0821,071f,MUL,29,0,0747,0000bbf7,0000bbf7,0,0,0,STABLE
5023,B,0811,0382,MUL,14,0,0393,0000c33e,0000bbf7,0,0,0,COLLAPSE
5024,C,0500,07c0,MUL,19,2,04c0,0000c33e,0000c33e,0,0,0,TRANSITION
5025,A,080a,0800,MUL,32,0,080a,0000c33e,0000c33e,0,0,0,STABLE
5026,B,0808,03d4,MUL,15,2,03de,0000cb48,0000c33e,0,0,0,COLLAPSE
5027,C,04c0,04c0,ADD,19,2,04c0,0000cb48,0000cb48,0,0,0,TRANSITION
5028,A,0813,0910,MUL,36,0,0927,0000cb48,0000cb48,0,0,0,STABLE
5029,B,0802,0427,MUL,16,3,042a,0000d46f,0000cb48,0,0,0,TRANSITION
5030,C,04c0,07c0,MUL,18,2,0480,0000d46f,0000d46f,0,0,0,TRANSITION
5031,A,081f,0a1f,MUL,41,0,0a46,0000d46f,0000d46f,0,0,0,STABLE
5032,B,0814,047e,MUL,18,0,0492,0000deb5,0000d46f,0,0,0,TRANSITION
5033,C,0480,07c0,MUL,17,2,0440,0000deb5,0000deb5,0,0,0,TRANSITION
5034,A,0838,0930,ADD,33,0,0854,0000deb5,0000deb5,0,0,1,STABLE
5035,B,0827,03f0,MUL,16,2,041a,0000e709,0000deb5,0,0,0,TRANSITION
5036,C,0440,07c0,MUL,16,2,0400,0000e709,0000e709,0,0,0,TRANSITION
5037,A,0803,073f,SUB,16,0,0400,0000e709,0000e709,0,0,0,TRANSITION
5038,B,083e,0387,MUL,28,3,0700,0000e709,0000e709,0,0,0,STABLE
5039,C,0400,0840,MUL,17,2,0440,0000e709,0000e709,0,0,0,TRANSITION
5040,A,081f,0500,MUL,20,0,051f,00000000,0000e709,0,0,0,STABLE
5041,B,0830,0b3f,MUL,45,0,0b6f,0000051f,00000000,0,0,0,TRANSITION
5042,C,0800,07c0,MUL,31,0,07c0,0000051f,0000051f,0,0,0,STABLE
5043,A,083f,0610,MUL,25,0,064f,00000cdf,0000051f,0,0,0,STABLE
5044,B,0807,0b7f,MUL,46,2,0b86,0000132e,00000cdf,0,0,0,TRANSITION
5045,C,07c0,07c0,MUL,30,0,0780,0000132e,0000132e,0,0,0,STABLE
5046,A,083d,071f,MUL,29,0,075c,00001aae,0000132e,0,0,0,STABLE
5047,B,083f,0bba,MUL,47,3,0bf9,0000220a,00001aae,0,0,0,TRANSITION
5048,C,0780,07c0,MUL,29,0,0740,0000220a,0000220a,0,0,0,STABLE
5049,A,082a,0800,MUL,32,0,082a,0000294a,0000220a,0,0,0,STABLE
5050,B,083f,0bd5,MUL,48,0,0c14,00003174,0000294a,0,0,0,SATURATE
5051,C,0740,0740,ADD,29,0,0740,00003174,00003174,0,0,0,STABLE
5052,A,0816,0910,ADD,32,0,0826,000038b4,00003174,0,0,0,STABLE
5053,B,083a,0c2c,MUL,49,2,0c66,000040da,000038b4,0,0,0,SATURATE
5054,C,0740,07c0,MUL,28,0,0700,000040da,000040da,0,0,0,STABLE
5055,A,0830,0a1f,SUB,32,0,0811,000047da,000040da,0,0,0,STABLE
5056,B,0815,0c61,MUL,50,3,0c80,00004feb,000047da,0,0,0,SATURATE
5057,C,0700,07c0,MUL,27,0,06c0,00004feb,00004feb,0,0,0,STABLE
5058,A,0804,0930,MUL,36,0,0937,000056ab,00004feb,0,0,0,STABLE
5059,B,082c,0bc9,MUL,47,0,0bfb,00005fe2,000056ab,0,0,0,TRANSITION
5060,C,06c0,07c0,MUL,26,0,0680,00005fe2,00005fe2,0,0,0,STABLE
5061,A,0824,073f,MUL,29,0,0763,00006662,00005fe2,0,0,0,STABLE
5062,B,0821,0b89,MUL,46,2,0bae,00006dc5,00006662,0,0,0,TRANSITION
5063,C,0680,0840,MUL,27,0,06c0,00006dc5,00006dc5,0,0,0,STABLE
5064,A,0827,0500,MUL,20,0,0527,00007485,00006dc5,0,0,0,STABLE
5065,B,0809,0b0f,MUL,44,3,0b1a,000079ac,00007485,0,0,0,TRANSITION
5066,C,06c0,07c0,MUL,26,0,0680,000079ac,000079ac,0,0,0,STABLE
5067,A,083e,0610,MUL,25,0,064e,000079ac,000079ac,0,0,0,STABLE
5068,B,0809,0b7c,MUL,46,0,0b86,00007ffa,000079ac,0,0,0,TRANSITION
5069,C,0680,07c0,MUL,25,2,0640,00007ffa,00007ffa,0,0,0,STABLE
5070,A,0832,071f,ADD,33,0,0848,00007ffa,00007ffa,0,0,1,STABLE
5071,B,080f,0ba4,MUL,46,2,0bbb,00008842,00007ffa,0,0,0,TRANSITION
5072,C,0640,07c0,MUL,24,2,0600,00008842,00008842,0,0,0,STABLE
5073,A,0810,0800,SUB,32,0,0810,00008842,00008842,0,0,0,STABLE
5074,B,083c,0be1,MUL,48,3,0c1d,00009052,00008842,0,0,0,SATURATE
5075,C,0600,0600,ADD,24,2,0600,00009052,00009052,0,0,0,STABLE
5076,A,0807,0910,MUL,36,0,0918,00009052,00009052,0,0,0,STABLE
5077,B,0824,0c0f,MUL,48,0,0c3b,0000996a,00009052,0,0,0,SATURATE
5078,C,0600,07c0,MUL,23,2,05c0,0000996a,0000996a,0,0,0,STABLE
5079,A,083f,0a1f,MUL,41,0,0a5e,0000996a,0000996a,0,0,0,STABLE
5080,B,0821,0c7f,MUL,50,2,0ca0,0000a3c8,0000996a,0,0,0,SATURATE
5081,C,05c0,07c0,MUL,22,2,0580,0000a3c8,0000a3c8,0,0,0,STABLE
5082,A,083e,0930,MUL,37,0,096e,0000a3c8,0000a3c8,0,0,0,STABLE
5083,B,080f,0bfd,MUL,48,3,0c0d,0000ad36,0000a3c8,0,0,0,SATURATE
5084,C,0580,07c0,MUL,21,2,0540,0000ad36,0000ad36,0,0,0,STABLE
5085,A,0834,073f,MUL,29,0,0773,0000ad36,0000ad36,0,0,0,STABLE
5086,B,083f,0ba9,MUL,47,0,0be8,0000b4a9,0000ad36,0,0,0,TRANSITION
5087,C,0540,0840,MUL,22,2,0580,0000b4a9,0000b4a9,0,0,0,STABLE
5088,A,0825,0500,ADD,32,0,0825,0000b4a9,0000b4a9,0,0,0,STABLE
5089,B,083d,030b,MUL,13,2,0349,0000bcce,0000b4a9,0,0,0,COLLAPSE
5090,C,0580,07c0,MUL,21,2,0540,0000bcce,0000bcce,0,0,0,STABLE
5091,A,082c,0610,SUB,32,0,081c,0000bcce,0000bcce,0,0,0,STABLE
5092,B,0829,0358,MUL,14,3,0388,0000c4ea,0000bcce,0,0,0,COLLAPSE
5093,C,0540,07c0,MUL,20,2,0500,0000c4ea,0000c4ea,0,0,0,STABLE
5094,A,0822,071f,MUL,29,0,0748,0000c4ea,0000c4ea,0,0,0,STABLE
5095,B,080b,0384,MUL,14,0,038f,0000cc32,0000c4ea,0,0,0,COLLAPSE
5096,C,0500,07c0,MUL,19,2,04c0,0000cc32,0000cc32,0,0,0,TRANSITION
5097,A,0811,0800,MUL,32,0,0811,0000cc32,0000cc32,0,0,0,STABLE
5098,B,0818,03e2,MUL,16,2,0403,0000d443,0000cc32,0,0,0,TRANSITION
5099,C,04c0,04c0,ADD,19,2,04c0,0000d443,0000d443,0,0,0,TRANSITION
5100,A,080a,0910,MUL,36,0,091c,0000d443,0000d443,0,0,0,STABLE
5101,B,0804,0415,MUL,16,3,041a,0000dd5f,0000d443,0,0,0,TRANSITION
5102,C,04c0,07c0,MUL,18,2,0480,0000dd5f,0000dd5f,0,0,0,TRANSITION
5103,A,0817,0a1f,MUL,41,0,0a40,0000dd5f,0000dd5f,0,0,0,STABLE
5104,B,0822,046e,MUL,18,0,0494,0000e79f,0000dd5f,0,0,0,TRANSITION
5105,C,0480,07c0,MUL,17,2,0440,0000e79f,0000e79f,0,0,0,TRANSITION
5106,A,083b,0930,ADD,33,0,0855,0000e79f,0000e79f,0,0,1,STABLE
5107,B,0815,03f7,MUL,16,2,040f,0000eff4,0000e79f,0,0,0,TRANSITION
5108,C,0440,07c0,MUL,16,2,0400,0000eff4,0000eff4,0,0,0,TRANSITION
5109,A,081f,073f,SUB,16,0,0400,0000eff4,0000eff4,0,0,0,TRANSITION
5110,B,082e,03be,MUL,31,3,07c0,0000eff4,0000eff4,0,0,0,STABLE
5111,C,0400,0840,MUL,17,2,0440,0000eff4,0000eff4,0,0,0,TRANSITION
5112,A,083a,0500,MUL,20,0,053a,00000000,0000eff4,0,0,0,STABLE
5113,B,0837,0335,MUL,13,0,036c,0000053a,00000000,0,0,0,COLLAPSE
5114,C,0800,07c0,MUL,31,0,07c0,0000053a,0000053a,0,0,0,STABLE
5115,A,0815,0610,MUL,24,0,062a,00000cfa,0000053a,0,0,0,STABLE
5116,B,083e,036b,MUL,14,2,03a9,00001324,00000cfa,0,0,0,COLLAPSE
5117,C,07c0,07c0,MUL,30,0,0780,00001324,00001324,0,0,0,STABLE
5118,A,082f,071f,MUL,29,0,0752,00001aa4,00001324,0,0,0,STABLE
5119,B,0835,039e,MUL,15,3,03d5,000021f6,00001aa4,0,0,0,COLLAPSE
5120,C,0780,07c0,MUL,29,0,0740,000021f6,000021f6,0,0,0,STABLE
5121,A,083b,0800,MUL,32,0,083b,00002936,000021f6,0,0,0,STABLE
5122,B,082b,03f6,MUL,16,0,0422,00003171,00002936,0,0,0,TRANSITION
5123,C,0740,0740,ADD,29,0,0740,00003171,00003171,0,0,0,STABLE
5124,A,0819,0910,ADD,32,0,0829,000038b1,00003171,0,0,0,STABLE
5125,B,081e,0432,MUL,17,2,0453,000040da,000038b1,0,0,0,TRANSITION
5126,C,0740,07c0,MUL,28,0,0700,000040da,000040da,0,0,0,STABLE
5127,A,0809,0a1f,SUB,28,0,0700,000047da,000040da,0,0,0,STABLE
5128,B,0836,0452,MUL,31,3,07d4,000047da,000047da,0,0,0,STABLE
5129,C,0700,07c0,MUL,27,0,06c0,000047da,000047da,0,0,0,STABLE
5130,A,0808,0930,MUL,36,0,093e,00004e9a,000047da,0,0,0,STABLE
5131,B,0832,03d0,MUL,16,0,0407,000057d8,00004e9a,0,0,0,TRANSITION
5132,C,06c0,07c0,MUL,26,0,0680,000057d8,000057d8,0,0,0,STABLE
5133,A,0802,073f,MUL,29,0,0741,00005e58,000057d8,0,0,0,STABLE
5134,B,0812,0385,MUL,14,2,0398,00006599,00005e58,0,0,0,COLLAPSE
5135,C,0680,0840,MUL,27,0,06c0,00006599,00006599,0,0,0,STABLE
5136,A,0815,0500,MUL,20,0,0515,00006c59,00006599,0,0,0,STABLE
5137,B,0810,0b2a,MUL,45,3,0b42,0000716e,00006c59,0,0,0,TRANSITION
5138,C,06c0,07c0,MUL,26,0,0680,0000716e,0000716e,0,0,0,STABLE
5139,A,0828,0610,MUL,25,0,0641,0000716e,0000716e,0,0,0,STABLE
5140,B,0805,0b50,MUL,45,0,0b56,000077af,0000716e,0,0,0,TRANSITION
5141,C,0680,07c0,MUL,25,2,0640,000077af,000077af,0,0,0,STABLE
5142,A,0802,071f,ADD,32,0,0821,000077af,000077af,0,0,0,STABLE
5143,B,082a,0b84,MUL,46,2,0bb0,00007fd0,000077af,0,0,0,TRANSITION
5144,C,0640,07c0,MUL,24,2,0600,00007fd0,00007fd0,0,0,0,STABLE
5145,A,0810,0800,SUB,32,0,0810,00007fd0,00007fd0,0,0,0,STABLE
5146,B,0810,0be1,MUL,47,3,0bf9,000087e0,00007fd0,0,0,0,TRANSITION
5147,C,0600,0600,ADD,24,2,0600,000087e0,000087e0,0,0,0,STABLE
5148,A,0804,0910,MUL,36,0,0915,000087e0,000087e0,0,0,0,STABLE
5149,B,0804,0c09,MUL,48,0,0c0d,000090f5,000087e0,0,0,0,SATURATE
5150,C,0600,07c0,MUL,23,2,05c0,000090f5,000090f5,0,0,0,STABLE
5151,A,0824,0a1f,MUL,41,0,0a4a,000090f5,000090f5,0,0,0,STABLE
5152,B,0821,0c48,MUL,49,2,0c6d,00009b3f,000090f5,0,0,0,SATURATE
5153,C,05c0,07c0,MUL,22,2,0580,00009b3f,00009b3f,0,0,0,STABLE
5154,A,0821,0930,MUL,37,0,0954,00009b3f,00009b3f,0,0,0,STABLE
5155,B,0809,0bc3,MUL,47,3,0bcc,0000a493,00009b3f,0,0,0,TRANSITION
5156,C,0580,07c0,MUL,21,2,0540,0000a493,0000a493,0,0,0,STABLE
5157,A,080c,073f,MUL,29,0,074b,0000a493,0000a493,0,0,0,STABLE
5158,B,0808,0b98,MUL,46,0,0ba3,0000abde,0000a493,0,0,0,TRANSITION
5159,C,0540,0840,MUL,22,2,0580,0000abde,0000abde,0,0,0,STABLE
5160,A,0822,0500,ADD,32,0,0822,0000abde,0000abde,0,0,0,STABLE
5161,B,0803,0b04,MUL,44,2,0b07,0000b400,0000abde,0,0,0,TRANSITION
5162,C,0580,07c0,MUL,21,2,0540,0000b400,0000b400,0,0,0,STABLE
5163,A,0811,0610,SUB,32,0,0801,0000b400,0000b400,0,0,0,STABLE
5164,B,0818,0b62,MUL,46,3,0b83,0000bc01,0000b400,0,0,0,TRANSITION
5165,C,0540,07c0,MUL,20,2,0500,0000bc01,0000bc01,0,0,0,STABLE
5166,A,0809,071f,MUL,28,0,072c,0000bc01,0000bc01,0,0,0,STABLE
5167,B,0804,0b93,MUL,46,0,0b98,0000c32d,0000bc01,0,0,0,TRANSITION
5168,C,0500,07c0,MUL,19,2,04c0,0000c32d,0000c32d,0,0,0,TRANSITION
5169,A,080d,0800,MUL,32,0,080d,0000c32d,0000c32d,0,0,0,STABLE
5170,B,0822,0bda,MUL,48,2,0c04,0000cb3a,0000c32d,0,0,0,SATURATE
5171,C,04c0,04c0,ADD,19,2,04c0,0000cb3a,0000cb3a,0,0,0,TRANSITION
5172,A,082b,0910,MUL,37,0,0942,0000cb3a,0000cb3a,0,0,0,STABLE
5173,B,0813,0c17,MUL,48,3,0c30,0000d47c,0000cb3a,0,0,0,SATURATE
5174,C,04c0,07c0,MUL,18,2,0480,0000d47c,0000d47c,0,0,0,TRANSITION
5175,A,081f,0a1f,MUL,41,0,0a46,0000d47c,0000d47c,0,0,0,STABLE
5176,B,081a,0c7f,MUL,50,0,0c99,0000dec2,0000d47c,0,0,0,SATURATE
5177,C,0480,07c0,MUL,17,2,0440,0000dec2,0000dec2,0,0,0,TRANSITION
5178,A,083d,0930,ADD,33,0,0856,0000dec2,0000dec2,0,0,1,STABLE
5179,B,0817,0bfa,MUL,48,2,0c12,0000e718,0000dec2,0,0,0,SATURATE
5180,C,0440,07c0,MUL,16,2,0400,0000e718,0000e718,0,0,0,TRANSITION
5181,A,082b,073f,SUB,16,0,0400,0000e718,0000e718,0,0,0,TRANSITION
